,Mean,Std,Lower CI value,Higher CI value
InverseVariance,-0.23699309068795454,0.3154933617553222,-45.561883629415284,-1.8367345081756248
JointEnergy,0.23680255445286477,0.30768356436832894,2.358872232486167,45.00163865808678
JointEntropy,-0.12341684141586066,0.1737284646433334,-24.380452534160053,-0.30291574901208096
MCC,0.011368930099173374,0.019578120949901,-0.21980155456607242,2.493587574400747
MaximumProbability,0.13629007942255417,0.2094929226357603,-0.8881109459654007,28.146126830476238
SumEntropy,-0.10744388198761426,0.15824559899083576,-21.710248740417438,0.2214723428945839
SumSquares,-0.010393506430461903,0.42136483109920925,-30.238443726576147,28.15974244048377
GrayLevelNonUniformity,-0.32319162087401365,0.4362709795365332,-62.551198557789014,-2.0871256170137134
GrayLevelNonUniformityNormalized,0.04068102473671668,0.539472809800113,-33.31545596971954,41.451660917062874
GrayLevelVariance,-0.11740144565937802,0.5579596971490548,-50.40477894326092,26.92448981138531
LargeAreaEmphasis,0.48061926898437207,0.6803832467874068,0.9137733527458392,95.21008044412858
LargeAreaHighGrayLevelEmphasis,0.5741238017554934,0.8304743925242252,-0.13655913090516725,114.96131948200383
LargeAreaLowGrayLevelEmphasis,0.10819825011749276,0.9895427733199558,-57.75199070654169,79.39164073004024
LowGrayLevelZoneEmphasis,-0.33864211684957024,0.8607314004242013,-93.50985466693136,25.78143129701731
SizeZoneNonUniformity,-0.39283112895562877,0.6382848867066349,-83.51399892403946,4.947773132913697
SizeZoneNonUniformityNormalized,-0.060810687975075155,0.2656829400657859,-24.491957236984952,12.32981964196992
SmallAreaEmphasis,-0.024297044756441635,0.19393124883401494,-15.86845438682592,11.009045435537592
SmallAreaHighGrayLevelEmphasis,0.17554108025158763,0.4412091973391248,-13.020129480157374,48.1283455304749
SmallAreaLowGrayLevelEmphasis,-0.20992379109429093,0.9700224344379047,-88.2115043562534,46.22674613739521
ZoneEntropy,0.00580934218226418,0.04933227937964617,-2.837618331285817,3.9994867677386523
ZonePercentage,-0.35211211355332694,0.509373519119161,-70.50899536888208,0.08657265821669924
ZoneVariance,0.48059975732372706,0.680325766119674,0.9158053937355581,95.20414607100986
GrayLevelNonUniformity.1,0.0946678997615736,0.28770728909068694,-10.470307984899303,29.403887937214023
GrayLevelNonUniformityNormalized.1,0.061737544624869474,0.1816442240700222,-6.413548072634629,18.76105699760852
GrayLevelVariance.1,0.03731945838349782,0.48355408329648625,-29.77664255585044,37.240534232550004
LongRunEmphasis,0.42924260584001717,0.5393299701876726,5.5506004207512225,80.29792074725222
LongRunHighGrayLevelEmphasis,0.5307707721219044,0.7436123697670513,1.5473689870153629,104.60678543736552
LongRunLowGrayLevelEmphasis,0.0815656910376863,0.9044957209058355,-54.52178656129103,70.83492476882829
LowGrayLevelRunEmphasis,-0.1550333564421884,0.8315339657414743,-73.12569962856723,42.119028340129546
RunEntropy,0.040930880802344194,0.06443068707570644,-0.37173074304414566,8.557906903512984
RunLengthNonUniformity,-0.3863037963176387,0.46665103460454366,-70.9676465113898,-6.293112752137947
RunLengthNonUniformityNormalized,-0.1788943291277666,0.22659208316483234,-33.59146317254249,-2.187402653010831
RunPercentage,-0.2352484887783076,0.3048418479026434,-44.64931118628769,-2.4003865693738273
RunVariance,0.4255783931610744,0.5589687810067863,3.82327899500271,81.29239963721217
ShortRunEmphasis,-0.11279397154213207,0.15465709676715003,-21.996587178715444,-0.5622071297109719
ShortRunLowGrayLevelEmphasis,-0.2117261379444057,0.882158178848905,-82.30305676807768,39.957829179196544
Busyness,-0.30836946359702966,0.5482661568702855,-68.82985266667345,7.155959947267526
Coarseness,0.16003793533651392,0.3574337353102957,-8.765100636497875,40.772687703800656
Complexity,-0.31081191716037765,0.5635363159151193,-70.13226605802737,7.969882625951841
Contrast.1,-0.14134364062429072,0.4444828273669658,-44.93545255493988,16.666724430081732
Strength,0.06693716550207515,0.41575920066696953,-22.11692616275913,35.50435926317416
DependenceNonUniformity,0.2902832151999609,0.40044549830052173,1.278864240291444,56.77777879970074
DependenceNonUniformityNormalized,0.2919283077461878,0.3688603286275354,3.6321140856623635,54.75354746357519
DependenceVariance,-0.1790940883637514,0.2757234977406519,-37.01607242489423,1.1972547521439503
GrayLevelVariance.2,0.006525518009044173,0.39471945738695,-26.700111087585093,28.005214689393927
LargeDependenceEmphasis,0.07791476499092534,0.08940185808560142,1.5962438089979332,13.986709189187135
SmallDependenceEmphasis,-0.22564147093950843,0.29757227051035995,-43.184853390304255,-1.9434407975974288
SmallDependenceHighGrayLevelEmphasis,0.0010556723046686034,0.6840781434417044,-47.29862959026816,47.50976405120188
SmallDependenceLowGrayLevelEmphasis,-0.3862943557512071,0.911420839803249,-101.787677496403,24.52880634616159
Patient,0.0,0.0,0.0,0.0
