,Mean,Std,Lower CI value,Higher CI value
GrayLevelNonUniformity.1,-0.017657597536445604,0.214566541541318,-16.634462494526435,13.102942987237315
GrayLevelNonUniformityNormalized.1,-0.004358993439913968,0.23601425233053097,-16.79085261539135,15.919053927408555
HighGrayLevelRunEmphasis,0.005120810632932458,0.0650620159537106,-3.9964866192032917,5.020648745789784
LongRunHighGrayLevelEmphasis,0.08088787464783818,0.18215480044296528,-4.5338962078686835,20.71147113743632
RunEntropy,0.013400813530522986,0.029393284521957403,-0.6967693460162244,3.3769320521208215
RunLengthNonUniformity,-0.06045549802882484,0.16078234946683298,-17.187198183986567,5.096098578221597
RunVariance,0.17441914060365318,0.3486507970128896,-6.718353537357736,41.60218165808837
ShortRunHighGrayLevelEmphasis,-0.00831913545224551,0.08343046377875811,-6.613349721383402,4.9495226309343
Busyness,-0.09223359461497907,0.2518309193104366,-26.674351835669402,8.227632912673588
Coarseness,0.07128927226672657,0.3359264689111386,-16.14958941974491,30.407443873090223
Complexity,-0.06953557781566973,0.20088006342621073,-20.873835976844994,6.966720413711049
Contrast.1,-0.07013492702614882,0.20485891430988323,-21.209491197128045,7.182505791898283
DependenceEntropy,0.015407041956000692,0.02807283994915987,-0.40464436293105555,3.4860527541311943
DependenceNonUniformity,-0.11681652170231382,0.21970819841729936,-26.906653554580263,3.5433492141175
DependenceNonUniformityNormalized,-0.11495458696369011,0.20521752335888513,-25.716307530135897,2.725390137397872
DependenceVariance,0.18896826544459916,0.33664644648033176,-4.431582002062562,42.225235090982395
GrayLevelNonUniformity.2,-0.000780211018321042,0.2557636905540602,-17.80154061909532,17.645498415431113
HighGrayLevelEmphasis,0.0045162295284979816,0.07309140421654062,-4.613352948810563,5.5165988545101605
LargeDependenceEmphasis,0.17308982769841558,0.35241457593273173,-7.112101400398013,41.73006694008113
LargeDependenceHighGrayLevelEmphasis,0.17942391384493406,0.3522579920070122,-6.467842073287458,42.35262484227427
LargeDependenceLowGrayLevelEmphasis,0.18971155492823205,0.6866763188624528,-28.613085698866712,66.55539668451313
SmallDependenceEmphasis,-0.06500501366400095,0.29179837623929306,-26.7210972030468,13.720094470246613
SmallDependenceHighGrayLevelEmphasis,-0.057048392628032525,0.3106369637359969,-27.230882610205715,15.821204084599207
Patient,0.0,0.0,0.0,0.0
